airport code,time zone
TNP,Pacific Standard Time
TNQ,Line Islands Standard Time
TNR,E. Africa Standard Time
TNS,Mountain Standard Time
TNT,Eastern Standard Time
TNU,Central Standard Time
TNV,Line Islands Standard Time
TNW,SA Pacific Standard Time
TNX,SE Asia Standard Time
TNZ,W. Mongolia Standard Time
TOA,Pacific Standard Time
TOB,Libya Standard Time
TOC,Eastern Standard Time
TOD,Singapore Standard Time
TOE,W. Central Africa Standard Time
TOF,Tomsk Standard Time
TOG,Alaskan Standard Time
TOH,Central Pacific Standard Time
TOI,Central Standard Time
TOJ,Romance Standard Time
TOK,Bougainville Standard Time
TOL,Eastern Standard Time
TOM,Greenwich Standard Time
TON,Bougainville Standard Time
TOO,Central America Standard Time
TOP,Central Standard Time
TOQ,Pacific SA Standard Time
TOR,Mountain Standard Time
TOS,W. Europe Standard Time
TOT,SA Eastern Standard Time
TOU,Central Pacific Standard Time
TOV,SA Western Standard Time
TOW,E. South America Standard Time
TOX,Ekaterinburg Standard Time
TOY,Tokyo Standard Time
TOZ,Greenwich Standard Time
TPA,Eastern Standard Time
TPC,SA Pacific Standard Time
TPE,Taipei Standard Time
TPF,Eastern Standard Time
TPG,Singapore Standard Time
TPH,Pacific Standard Time
TPI,West Pacific Standard Time
TPJ,Nepal Standard Time
TPK,SE Asia Standard Time
TPL,Central Standard Time
TPN,SA Pacific Standard Time
TPP,SA Pacific Standard Time
TPQ,Mountain Standard Time (Mexico)
TPR,W. Australia Standard Time
TPS,W. Europe Standard Time
TPT,Greenwich Standard Time
TPU,Nepal Standard Time
TPX,Hawaiian Standard Time
TQA,Greenland Standard Time
TQD,Arabic Standard Time
TQI,Greenland Standard Time
TQL,Ekaterinburg Standard Time
TQN,Afghanistan Standard Time
TQP,E. Australia Standard Time
TQQ,Singapore Standard Time
TQR,W. Europe Standard Time
TQS,SA Pacific Standard Time
TR7,Eastern Standard Time
TRA,Tokyo Standard Time
TRB,SA Pacific Standard Time
TRC,Central Standard Time (Mexico)
TRD,W. Europe Standard Time
TRE,GMT Standard Time
TRF,W. Europe Standard Time
TRG,New Zealand Standard Time
TRH,Pacific Standard Time
TRI,Eastern Standard Time
TRJ,West Pacific Standard Time
TRK,Singapore Standard Time
TRL,Central Standard Time
TRM,Pacific Standard Time
TRN,W. Europe Standard Time
TRO,AUS Eastern Standard Time
TRQ,SA Pacific Standard Time
TRR,Sri Lanka Standard Time
TRS,W. Europe Standard Time
TRT,Singapore Standard Time
TRU,SA Pacific Standard Time
TRV,India Standard Time
TRW,UTC+12
TRY,E. Africa Standard Time
TRZ,India Standard Time
TSA,Taipei Standard Time
TSB,Namibia Standard Time
TSC,SA Pacific Standard Time
TSD,South Africa Standard Time
TSF,W. Europe Standard Time
TSG,Alaskan Standard Time
TSH,South Africa Standard Time
TSI,West Pacific Standard Time
TSJ,Tokyo Standard Time
TSL,Central Standard Time (Mexico)
TSM,Mountain Standard Time
TSN,China Standard Time
TSP,Pacific Standard Time
TSQ,E. South America Standard Time
TSR,GTB Standard Time
TSS,Eastern Standard Time
TST,SE Asia Standard Time
TSU,UTC+12
TSV,E. Australia Standard Time
TSW,West Pacific Standard Time
TSX,Singapore Standard Time
TSY,SE Asia Standard Time
TSZ,Ulaanbaatar Standard Time
TTA,Morocco Standard Time
TTB,W. Europe Standard Time
TTC,Pacific SA Standard Time
TTD,Pacific Standard Time
TTE,Tokyo Standard Time
TTG,Argentina Standard Time
TTH,Arabian Standard Time
TTI,Hawaiian Standard Time
TTJ,Tokyo Standard Time
TTL,Fiji Standard Time
TTN,Eastern Standard Time
TTO,Central Standard Time
TTQ,Central America Standard Time
TTR,Singapore Standard Time
TTS,E. Africa Standard Time
TTT,Taipei Standard Time
TTU,Morocco Standard Time
TTW,Sri Lanka Standard Time
TTX,W. Australia Standard Time
TUA,SA Pacific Standard Time
TUB,Hawaiian Standard Time
TUC,Argentina Standard Time
TUD,Greenwich Standard Time
TUF,Romance Standard Time
TUG,Singapore Standard Time
TUH,Central Standard Time
TUI,Arab Standard Time
TUJ,E. Africa Standard Time
TUK,Pakistan Standard Time
TUL,Central Standard Time
TUM,AUS Eastern Standard Time
TUN,W. Central Africa Standard Time
TUO,New Zealand Standard Time
TUP,Central Standard Time
TUQ,Greenwich Standard Time
TUR,SA Eastern Standard Time
TUS,US Mountain Standard Time
TUU,Arab Standard Time
TUV,Venezuela Standard Time
TUX,US Mountain Standard Time
TUY,Eastern Standard Time (Mexico)
TVA,E. Africa Standard Time
TVC,Eastern Standard Time
TVF,Central Standard Time
TVI,Eastern Standard Time
TVL,Pacific Standard Time
TVS,China Standard Time
TVU,Fiji Standard Time
TVY,Myanmar Standard Time
TWA,Alaskan Standard Time
TWB,E. Australia Standard Time
TWC,China Standard Time
TWD,Pacific Standard Time
TWE,Alaskan Standard Time
TWF,Mountain Standard Time
TWH,Pacific Standard Time
TWP,E. Australia Standard Time
TWT,Singapore Standard Time
TWU,Singapore Standard Time
TWY,West Pacific Standard Time
TWZ,New Zealand Standard Time
TXC,Belarus Standard Time
TXE,SE Asia Standard Time
TXF,Bahia Standard Time
TXK,Central Standard Time
TXM,Tokyo Standard Time
TXN,China Standard Time
TXR,E. Australia Standard Time
TXU,Greenwich Standard Time
TYA,Russian Standard Time
TYB,AUS Eastern Standard Time
TYC,China Standard Time
TYD,Yakutsk Standard Time
TYE,Alaskan Standard Time
TYF,W. Europe Standard Time
TYG,E. Australia Standard Time
TYL,SA Pacific Standard Time
TYM,Eastern Standard Time
TYN,China Standard Time
TYP,AUS Central Standard Time
TYR,Central Standard Time
TYS,Eastern Standard Time
TYT,Montevideo Standard Time
TYZ,US Mountain Standard Time
TZA,Central America Standard Time
TZC,Eastern Standard Time
TZL,Central European Standard Time
TZM,Central Standard Time (Mexico)
TZN,Eastern Standard Time
TZO,E. Africa Standard Time
TZR,Central Europe Standard Time
TZX,Turkey Standard Time
UAB,Turkey Standard Time
UAC,US Mountain Standard Time
UAE,West Pacific Standard Time
UAH,Marquesas Standard Time
UAI,Tokyo Standard Time
UAK,Greenland Standard Time
UAL,W. Central Africa Standard Time
UAM,West Pacific Standard Time
UAP,Marquesas Standard Time
UAQ,Argentina Standard Time
UAR,Morocco Standard Time
UAS,E. Africa Standard Time
UAX,Central America Standard Time
UBA,E. South America Standard Time
UBB,E. Australia Standard Time
UBI,Bougainville Standard Time
UBJ,Tokyo Standard Time
UBN,Ulaanbaatar Standard Time
UBP,SE Asia Standard Time
UBR,Tokyo Standard Time
UBS,Central Standard Time
UBT,E. South America Standard Time
UBU,W. Australia Standard Time
UCB,China Standard Time
UCC,Pacific Standard Time
UCE,Central Standard Time
UCK,FLE Standard Time
UCN,Greenwich Standard Time
UCT,Russian Standard Time
UCY,Central Standard Time
UCZ,SA Pacific Standard Time
UDA,E. Australia Standard Time
UDD,Pacific Standard Time
UDI,E. South America Standard Time
UDJ,Central Europe Standard Time
UDN,W. Europe Standard Time
UDR,India Standard Time
UEE,Tasmania Standard Time
UEL,South Africa Standard Time
UEN,Ekaterinburg Standard Time
UEO,Tokyo Standard Time
UES,Central Standard Time
UET,Pakistan Standard Time
UFA,Ekaterinburg Standard Time
UGA,Ulaanbaatar Standard Time
UGB,Alaskan Standard Time
UGC,West Asia Standard Time
UGI,Alaskan Standard Time
UGN,Central Standard Time
UGO,W. Central Africa Standard Time
UGS,Alaskan Standard Time
UGT,Ulaanbaatar Standard Time
UGU,Tokyo Standard Time
UHE,Central Europe Standard Time
UHS,Sakhalin Standard Time
UIB,SA Pacific Standard Time
UIH,SE Asia Standard Time
UII,Central America Standard Time
UIK,North Asia East Standard Time
UIL,Pacific Standard Time
UIN,Central Standard Time
UIO,SA Pacific Standard Time
UIP,Romance Standard Time
UIR,AUS Eastern Standard Time
UIT,UTC+12
UJE,UTC+12
UJN,Korea Standard Time
UKA,E. Africa Standard Time
UKB,Tokyo Standard Time
UKG,Vladivostok Standard Time
UKH,Arabian Standard Time
UKI,Pacific Standard Time
UKK,Central Asia Standard Time
UKN,Central Standard Time
UKR,Arab Standard Time
UKS,Russian Standard Time
UKT,Eastern Standard Time
UKU,West Pacific Standard Time
UKX,North Asia East Standard Time
ULA,Argentina Standard Time
ULB,Central Pacific Standard Time
ULD,South Africa Standard Time
ULE,West Pacific Standard Time
ULG,W. Mongolia Standard Time
ULH,Arab Standard Time
ULI,West Pacific Standard Time
ULK,Yakutsk Standard Time
ULM,Central Standard Time
ULN,Ulaanbaatar Standard Time
ULO,W. Mongolia Standard Time
ULP,E. Australia Standard Time
ULQ,SA Pacific Standard Time
ULU,E. Africa Standard Time
ULV,Astrakhan Standard Time
ULX,South Africa Standard Time
ULY,Astrakhan Standard Time
ULZ,W. Mongolia Standard Time
UMA,Cuba Standard Time
UMC,West Pacific Standard Time
UMD,Greenland Standard Time
UME,W. Europe Standard Time
UMI,SA Pacific Standard Time
UMM,Alaskan Standard Time
UMR,Cen. Australia Standard Time
UMS,Yakutsk Standard Time
UMT,Alaskan Standard Time
UMU,E. South America Standard Time
UMY,FLE Standard Time
UNA,Bahia Standard Time
UNC,SA Pacific Standard Time
UND,Afghanistan Standard Time
UNE,South Africa Standard Time
UNG,West Pacific Standard Time
UNI,SA Western Standard Time
UNK,Alaskan Standard Time
UNN,SE Asia Standard Time
UNR,Ulaanbaatar Standard Time
UNT,GMT Standard Time
UNU,Central Standard Time
UOA,Hawaiian Standard Time
UOL,Singapore Standard Time
UOS,Central Standard Time
UOX,Central Standard Time
UPB,Cuba Standard Time
UPG,Singapore Standard Time
UPL,Central America Standard Time
UPN,Central Standard Time (Mexico)
UPP,Hawaiian Standard Time
UPR,West Pacific Standard Time
UPV,GMT Standard Time
URA,West Asia Standard Time
URC,China Standard Time
URD,W. Europe Standard Time
URE,FLE Standard Time
URG,E. South America Standard Time
URI,SA Pacific Standard Time
URJ,Ekaterinburg Standard Time
URM,Venezuela Standard Time
URN,Afghanistan Standard Time
URO,Romance Standard Time
URR,SA Pacific Standard Time
URS,Russian Standard Time
URT,SE Asia Standard Time
URU,West Pacific Standard Time
URY,Arab Standard Time
URZ,Afghanistan Standard Time
USA,Eastern Standard Time
USH,Argentina Standard Time
USI,SA Western Standard Time
USJ,Central Asia Standard Time
USK,Russian Standard Time
USL,W. Australia Standard Time
USM,SE Asia Standard Time
USN,Korea Standard Time
USQ,Turkey Standard Time
USR,Vladivostok Standard Time
USS,Cuba Standard Time
UST,Eastern Standard Time
USU,Singapore Standard Time
UTA,South Africa Standard Time
UTB,E. Australia Standard Time
UTD,AUS Central Standard Time
UTE,South Africa Standard Time
UTG,South Africa Standard Time
UTH,Mountain Standard Time
UTI,FLE Standard Time
UTK,UTC+12
UTM,Central Standard Time
UTN,South Africa Standard Time
UTO,Alaskan Standard Time
UTP,SE Asia Standard Time
UTR,SE Asia Standard Time
UTS,Russian Standard Time
UTT,South Africa Standard Time
UTU,SA Pacific Standard Time
UTW,South Africa Standard Time
UUA,Russian Standard Time
UUD,North Asia East Standard Time
UUK,Alaskan Standard Time
UUN,Ulaanbaatar Standard Time
UUS,Sakhalin Standard Time
UUU,West Pacific Standard Time
UVA,Central Standard Time
UVE,Central Pacific Standard Time
UVF,SA Western Standard Time
UVL,Egypt Standard Time
UVO,West Pacific Standard Time
UWA,Eastern Standard Time
UYL,Sudan Standard Time
UYN,China Standard Time
UYU,SA Western Standard Time
UZC,Central Europe Standard Time
UZM,Mountain Standard Time
UZR,Central Asia Standard Time
UZU,Argentina Standard Time
VAA,FLE Standard Time
VAC,W. Europe Standard Time
VAD,Eastern Standard Time
VAF,Romance Standard Time
VAG,E. South America Standard Time
VAH,SA Western Standard Time
VAI,West Pacific Standard Time
VAK,Alaskan Standard Time
VAL,Bahia Standard Time
VAM,West Asia Standard Time
VAN,Turkey Standard Time
VAO,Central Pacific Standard Time
VAP,Pacific SA Standard Time
VAR,FLE Standard Time
VAS,Turkey Standard Time
VAT,E. Africa Standard Time
VAV,Tonga Standard Time
VAW,W. Europe Standard Time
VBA,Myanmar Standard Time
VBG,Pacific Standard Time
VBP,Myanmar Standard Time
VBS,W. Europe Standard Time
VBV,Fiji Standard Time
VBY,W. Europe Standard Time
VCA,SE Asia Standard Time
VCC,Afghanistan Standard Time
VCD,AUS Central Standard Time
VCE,W. Europe Standard Time
VCF,Argentina Standard Time
VCH,Montevideo Standard Time
VCL,SE Asia Standard Time
VCP,E. South America Standard Time
VCR,Venezuela Standard Time
VCS,SE Asia Standard Time
VCT,Central Standard Time
VCV,Pacific Standard Time
VDA,Israel Standard Time
VDB,W. Europe Standard Time
VDC,Bahia Standard Time
VDE,GMT Standard Time
VDH,SE Asia Standard Time
VDI,Eastern Standard Time
VDM,Argentina Standard Time
VDO,SE Asia Standard Time
VDP,Venezuela Standard Time
VDR,Argentina Standard Time
VDS,W. Europe Standard Time
VDY,India Standard Time
VDZ,Alaskan Standard Time
VEE,Alaskan Standard Time
VEG,SA Western Standard Time
VEL,Mountain Standard Time
VER,Central Standard Time (Mexico)
VEV,Central Pacific Standard Time
VEX,Central Standard Time
VEY,Greenwich Standard Time
VFA,South Africa Standard Time
VGA,India Standard Time
VGD,Russian Standard Time
VGO,Romance Standard Time
VGS,Argentina Standard Time
VGT,Pacific Standard Time
VGZ,SA Pacific Standard Time
VHC,W. Central Africa Standard Time
VHM,W. Europe Standard Time
VHN,Central Standard Time
VHV,Yakutsk Standard Time
VHY,Romance Standard Time
VHZ,Hawaiian Standard Time
VIA,E. South America Standard Time
VIE,W. Europe Standard Time
VIF,W. Europe Standard Time
VIG,Venezuela Standard Time
VIH,Central Standard Time
VII,SE Asia Standard Time
VIJ,SA Western Standard Time
VIL,Morocco Standard Time
VIN,FLE Standard Time
VIQ,Tokyo Standard Time
VIR,South Africa Standard Time
VIS,Pacific Standard Time
VIT,Romance Standard Time
VIU,Central Pacific Standard Time
VIV,West Pacific Standard Time
VIX,E. South America Standard Time
VIY,Romance Standard Time
VJB,South Africa Standard Time
VJI,Eastern Standard Time
VJQ,South Africa Standard Time
VKG,SE Asia Standard Time
VKO,Russian Standard Time
VKS,Central Standard Time
VKT,Russian Standard Time
VLA,Central Standard Time
VLC,Romance Standard Time
VLD,Eastern Standard Time
VLE,US Mountain Standard Time
VLG,Argentina Standard Time
VLI,Central Pacific Standard Time
VLL,Romance Standard Time
VLM,SA Western Standard Time
VLN,Venezuela Standard Time
VLP,Central Brazilian Standard Time
VLR,Pacific SA Standard Time
VLS,Central Pacific Standard Time
VLU,Russian Standard Time
VLV,Venezuela Standard Time
VLY,GMT Standard Time
VME,Argentina Standard Time
VMI,Paraguay Standard Time
VMU,West Pacific Standard Time
VNA,SE Asia Standard Time
VNC,Eastern Standard Time
VND,E. Africa Standard Time
VNE,Romance Standard Time
VNO,FLE Standard Time
VNR,E. Australia Standard Time
VNS,India Standard Time
VNT,FLE Standard Time
VNX,South Africa Standard Time
VNY,Pacific Standard Time
VOD,Central Europe Standard Time
VOG,Volgograd Standard Time
VOH,E. Africa Standard Time
VOI,Greenwich Standard Time
VOK,Central Standard Time
VOL,GTB Standard Time
VOT,E. South America Standard Time
VOZ,Russian Standard Time
VPE,W. Central Africa Standard Time
VPG,E. Africa Standard Time
VPN,Greenwich Standard Time
VPS,Central Standard Time
VPY,South Africa Standard Time
VPZ,Central Standard Time
VQQ,Eastern Standard Time
VQS,SA Western Standard Time
VRA,Cuba Standard Time
VRB,Eastern Standard Time
VRC,Singapore Standard Time
VRE,South Africa Standard Time
VRI,Russian Standard Time
VRK,FLE Standard Time
VRL,GMT Standard Time
VRN,W. Europe Standard Time
VRO,Cuba Standard Time
VRS,Central Standard Time
VRU,South Africa Standard Time
VRY,W. Europe Standard Time
VRZ,E. South America Standard Time
VSA,Central Standard Time (Mexico)
VSE,GMT Standard Time
VSF,Eastern Standard Time
VSG,FLE Standard Time
VST,W. Europe Standard Time
VTB,Belarus Standard Time
VTE,SE Asia Standard Time
VTF,Fiji Standard Time
VTG,SE Asia Standard Time
VTM,Israel Standard Time
VTN,Central Standard Time
VTU,Cuba Standard Time
VTZ,India Standard Time
VUP,SA Pacific Standard Time
VUS,Russian Standard Time
VUU,South Africa Standard Time
VVB,E. Africa Standard Time
VVC,SA Pacific Standard Time
VVI,SA Western Standard Time
VVK,W. Europe Standard Time
VVN,SA Pacific Standard Time
VVO,Vladivostok Standard Time
VVZ,W. Central Africa Standard Time
VXC,South Africa Standard Time
VXE,Cape Verde Standard Time
VXO,W. Europe Standard Time
VYD,South Africa Standard Time
VYI,Yakutsk Standard Time
VYS,Central Standard Time
WAA,Alaskan Standard Time
WAC,E. Africa Standard Time
WAD,E. Africa Standard Time
WAE,Arab Standard Time
WAF,Pakistan Standard Time
WAG,New Zealand Standard Time
WAH,Central Standard Time
WAI,E. Africa Standard Time
WAJ,West Pacific Standard Time
WAK,E. Africa Standard Time
WAL,Eastern Standard Time
WAM,E. Africa Standard Time
WAN,E. Australia Standard Time
